section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
4408,4806,24123.63239,ND,ND,647
644,660,ND,ND,-,648
3652,3670,307.659822,ND,ND,649
6276,6292,879.144272,ND,ND,650
4092,4364,16577.076984,ND,ND,651
6020,6039,462.111048,ND,ND,652
3716,3739,1399.422066,ND,ND,653
2436,2459,459.196052,ND,ND,654
2181,2189,99.047156,ND,ND,655
3011,3085,3300.381116,ND,ND,656
5120,5288,8940.624802,ND,ND,657
3973,3985,494.382002,ND,ND,658
4220,4520,18873.788002,ND,ND,659
9988,10040,4537.298632,ND,ND,660
4802,4914,5520.613754,ND,ND,661
1797,1816,675.546142,ND,ND,662
5765,5786,558.059888,ND,ND,663
10757,10775,602.096188,ND,ND,664
64,247,ND,ND,-,665
5957,5982,968.657826,ND,ND,666
1093,1117,1408.13083,ND,ND,667
10885,10912,ND,ND,-,668
5061,5090,1106.552722,ND,ND,669
4868,4927,2262.790264,ND,ND,670
10757,10782,1033.9104499999999,ND,ND,671
1285,1316,647.49589,ND,ND,672
4549,4584,1977.135726,ND,ND,673
2879,3109,11904.580178,ND,ND,674
2628,2700,3448.553114,ND,ND,675
4678,4685,156.38114,ND,ND,676
7110,7128,852.866376,ND,ND,677
645,693,ND,ND,-,678
774,791,ND,ND,-,679
6918,6944,1011.823304,ND,ND,680
10374,10400,2012.916204,ND,ND,681
2176,2403,12940.068544,ND,ND,682
1158,1197,2303.15701,ND,ND,683
770,939,ND,ND,-,684
10244,10348,7116.453572,ND,ND,685
6599,6613,203.178988,ND,ND,686
6663,6677,884.63775,ND,ND,687
10055,10064,193.30607,ND,ND,688
1031,1045,511.521504,ND,ND,689
6407,6429,ND,ND,-,690
11077,11156,ND,ND,-,691
3847,3870,604.309912,ND,ND,692
3397,3486,4326.101458,ND,ND,693
9863,9893,1279.032504,ND,ND,694
11143,11179,ND,ND,-,695
4871,4902,1095.67616,ND,ND,696
771,938,ND,ND,-,697
5960,5967,176.374808,ND,ND,698
8840,8853,345.856094,ND,ND,699
3655,3696,1807.10168,ND,ND,700
6664,6676,643.031018,ND,ND,701
10951,10993,ND,ND,-,702
6536,6547,259.91610000000003,ND,ND,703
3910,3989,5523.539846,ND,ND,704
2184,2199,399.733042,ND,ND,705
7426,7639,24753.471336,ND,ND,706
1158,1244,6814.896408,ND,ND,707
10886,10976,ND,ND,-,708
3272,3310,1075.82965,ND,ND,709
6728,6770,1725.701368,ND,ND,710
3656,3695,1527.10256,ND,ND,711
9097,9109,225.626736,ND,ND,712
1225,1233,190.2539,ND,ND,713
2825,2834,334.603346,ND,ND,714
9993,10001,261.45189400000004,ND,ND,715
7625,7643,851.86583,ND,ND,716
265,282,ND,ND,-,717
6857,6872,842.11756,ND,ND,718
4809,4828,428.589702,ND,ND,719
1481,1504,922.861544,ND,ND,720
3273,3300,580.613038,ND,ND,721
4873,4901,914.023562,ND,ND,722
841,873,ND,ND,-,723
3977,4010,1528.48741,ND,ND,724
1737,1775,1972.757668,ND,ND,725
6857,6899,2990.066764,ND,ND,726
10825,10868,935.65892,ND,ND,727
6090,6100,661.75852,ND,ND,728
9993,10033,3091.422132,ND,ND,729
4233,4276,1545.826728,ND,ND,730
7690,7708,587.74766,ND,ND,731
6154,6172,602.570478,ND,ND,732
6983,7096,7589.691194,ND,ND,733
4042,4060,486.033066,ND,ND,734
6282,6298,545.86269,ND,ND,735
2634,2652,322.657478,ND,ND,736
5832,5912,4868.122148,ND,ND,737
11018,11045,ND,ND,-,738
10698,10727,3149.137104,ND,ND,739
5706,5743,2770.43158,ND,ND,740
714,750,ND,ND,-,741
5770,5809,2347.687086,ND,ND,742
6283,6297,442.591312,ND,ND,743
5323,5334,152.464876,ND,ND,744
10699,10709,1073.932504,ND,ND,745
7947,7958,624.615374,ND,ND,746
2955,2972,328.941546,ND,ND,747
778,830,ND,ND,-,748
8523,8551,1402.154968,ND,ND,749
778,840,ND,ND,-,750
3017,3123,4744.042406,ND,ND,751
9804,9817,287.810912,ND,ND,752
6092,6100,365.155476,ND,ND,753
3403,3447,1282.06268,ND,ND,754
4492,4509,1245.565144,ND,ND,755
2251,2298,3017.762128,ND,ND,756
4044,4059,375.267576,ND,ND,757
7116,7142,1888.440646,ND,ND,758
5644,5669,731.74297,ND,ND,759
4867,5181,15542.265894,ND,ND,760
5708,5737,1804.346802,ND,ND,761
10956,10982,ND,ND,-,762
1804,1837,1431.41587,ND,ND,763
3404,3440,1081.178188,ND,ND,764
1676,1713,942.253808,ND,ND,765
11209,11338,ND,ND,-,766
9610,9717,10615.563954,ND,ND,767
6465,6856,30979.304436,ND,ND,768
11341,11361,ND,ND,-,769
1997,2013,281.825388,ND,ND,770
3597,3614,496.5315,ND,ND,771
8845,8862,674.417978,ND,ND,772
6413,6432,ND,ND,-,773
6604,6660,3096.609228,ND,ND,774
2250,2377,7691.108254,ND,ND,775
8076,8140,3383.639458,ND,ND,776
5837,5869,1334.457506,ND,ND,777
6094,6108,753.7403,ND,ND,778
11086,11095,ND,ND,-,779
7374,7392,499.381994,ND,ND,780
9998,10019,1402.87195,ND,ND,781
7886,7901,713.039304,ND,ND,782
10509,10569,1314.396456,ND,ND,783
10830,10857,462.500118,ND,ND,784
7756,7844,4564.17271,ND,ND,785
3854,3879,458.201874,ND,ND,786
8525,8580,3017.920106,ND,ND,787
974,1005,1461.04303,ND,ND,788
3206,3505,15952.918794,ND,ND,789
7951,7964,1305.61953,ND,ND,790
778,950,ND,ND,-,791
3919,3936,761.264652,ND,ND,792
4879,4904,726.641052,ND,ND,793
9675,9831,13799.02065,ND,ND,794
5452,5575,3729.918482,ND,ND,795
9743,9778,2044.070014,ND,ND,796
6607,6640,624.712854,ND,ND,797
4299,4465,8475.47633,ND,ND,798
7310,7388,4195.444878,ND,ND,799
1871,1918,1479.431218,ND,ND,800
3344,3359,243.561368,ND,ND,801
1488,1506,750.718572,ND,ND,802
10704,10721,1918.34751,ND,ND,803
1168,1193,1374.029812,ND,ND,804
5136,5169,2085.077292,ND,ND,805
9681,9692,929.955822,ND,ND,806
9873,9884,329.402042,ND,ND,807
79,150,ND,ND,-,808
4176,4215,1683.381978,ND,ND,809
4817,4830,199.564356,ND,ND,810
5585,5599,306.170632,ND,ND,811
6795,6998,14068.516472,ND,ND,812
11088,11139,ND,ND,-,813
10509,10659,7252.058534,ND,ND,814
10000,10053,4692.384732,ND,ND,815
2128,2177,1535.85787,ND,ND,816
4497,4519,1662.768522,ND,ND,817
1809,1829,759.574042,ND,ND,818
784,839,ND,ND,-,819
1296,1364,1312.64605,ND,ND,820
10450,10462,423.853316,ND,ND,821
6226,6233,181.865302,ND,ND,822
7506,7519,ND,ND,-,823
3538,3549,182.308506,ND,ND,824
8914,8933,1204.779828,ND,ND,825
393,698,ND,ND,-,826
1169,1222,4210.973216,ND,ND,827
3026,3047,456.62744,ND,ND,828
8721,8779,6972.74126,ND,ND,829
10064,10165,4496.960204,ND,ND,830
6226,6261,1717.680762,ND,ND,831
10067,10079,256.338384,ND,ND,832
10003,10015,597.63539,ND,ND,833
6355,6369,224.253184,ND,ND,834
5587,5600,310.333392,ND,ND,835
2835,2846,376.47255,ND,ND,836
1747,1760,471.62657,ND,ND,837
4755,4766,411.624036,ND,ND,838
6160,6267,7162.20618,ND,ND,839
4755,4773,734.187334,ND,ND,840
2323,2340,778.71426,ND,ND,841
1555,1577,630.18299,ND,ND,842
10067,10085,517.0163279999999,ND,ND,843
5075,5101,893.599954,ND,ND,844
1107,1132,1823.550522,ND,ND,845
2131,2156,570.83199,ND,ND,846
3986,4043,2745.846574,ND,ND,847
10056,10434,28851.90691,ND,ND,848
7440,7563,11936.58753,ND,ND,849
7442,7510,6179.871952,ND,ND,850
5972,5985,437.77626,ND,ND,851
3348,3362,182.191874,ND,ND,852
3156,3172,314.790662,ND,ND,853
9812,9828,298.918006,ND,ND,854
1363,1415,1998.335426,ND,ND,855
10836,10851,121.720706,ND,ND,856
6228,6247,530.412984,ND,ND,857
9042,9133,4637.336182,ND,ND,858
9684,9712,2767.202652,ND,ND,859
4115,4176,3215.611314,ND,ND,860
10579,10635,1808.429506,ND,ND,861
10260,10296,ND,ND,-,862
2706,2803,4954.168062,ND,ND,863
3601,3737,9073.125424,ND,ND,864
7573,7583,ND,ND,-,865
10124,10423,23155.23021,ND,ND,866
6677,6690,372.325996,ND,ND,867
7700,7745,2892.760562,ND,ND,868
8148,8193,4610.45152,ND,ND,869
2837,2852,633.007232,ND,ND,870
6485,6501,566.111706,ND,ND,871
10069,10090,641.812078,ND,ND,872
6357,6372,182.11006,ND,ND,873
3669,3686,554.520994,ND,ND,874
981,999,599.203798,ND,ND,875
2258,2375,6450.417092,ND,ND,876
1813,1837,916.779738,ND,ND,877
1557,1584,846.339806,ND,ND,878
4623,4844,12182.01778,ND,ND,879
3604,3668,3464.675088,ND,ND,880
6102,6111,233.20323,ND,ND,881
9110,9123,671.245904,ND,ND,882
3605,3650,2557.281192,ND,ND,883
662,680,ND,ND,-,884
9936,10158,15116.862042,ND,ND,885
1165,1480,17039.211982,ND,ND,886
10006,10031,1676.13316,ND,ND,887
8722,8875,14121.561888,ND,ND,888
10581,10649,2653.920584,ND,ND,889
1942,1974,984.658498,ND,ND,890
9174,9211,909.106684,ND,ND,891
8919,8930,458.512322,ND,ND,892
10199,10212,604.853014,ND,ND,893
8403,8545,11077.126274,ND,ND,894
4247,4261,277.373872,ND,ND,895
3031,3042,149.449136,ND,ND,896
6423,6435,ND,ND,-,897
5783,5795,666.187548,ND,ND,898
215,230,ND,ND,-,899
151,166,ND,ND,-,900
4375,4390,262.57230400000003,ND,ND,901
5654,5702,2502.728376,ND,ND,902
6294,6352,3366.76032,ND,ND,903
3928,3937,279.039302,ND,ND,904
3992,4008,348.562652,ND,ND,905
2008,2024,519.4634080000001,ND,ND,906
5912,5933,875.267502,ND,ND,907
8216,8243,1407.157986,ND,ND,908
1366,1453,3434.23399,ND,ND,909
4632,4655,845.305614,ND,ND,910
792,820,ND,ND,-,911
8400,8680,19867.114254,ND,ND,912
3480,3509,897.506578,ND,ND,913
11032,11069,ND,ND,-,914
9689,9700,934.540394,ND,ND,915
7513,7528,ND,ND,-,916
8920,8967,2472.999464,ND,ND,917
8151,8237,8682.680102,ND,ND,918
4377,4400,691.736734,ND,ND,919
4951,5043,3651.241194,ND,ND,920
4432,4762,20250.278218,ND,ND,921
8857,8901,2684.460566,ND,ND,922
3930,3942,350.89277,ND,ND,923
8211,8442,19721.229542,ND,ND,924
1754,1768,494.775078,ND,ND,925
2262,2403,7318.63659,ND,ND,926
5274,5291,447.865378,ND,ND,927
8920,9005,5558.383606,ND,ND,928
5722,5738,748.335866,ND,ND,929
6618,6640,506.952356,ND,ND,930
5466,5487,391.852692,ND,ND,931
1877,2058,8594.897604,ND,ND,932
5978,5997,941.975556,ND,ND,933
5082,5105,846.719434,ND,ND,934
1050,1079,987.360568,ND,ND,935
9624,9719,9600.587642,ND,ND,936
2649,2718,3796.888248,ND,ND,937
10203,10214,540.823466,ND,ND,938
475,488,ND,ND,-,939
3227,3240,212.413006,ND,ND,940
2075,2088,299.554578,ND,ND,941
10203,10213,509.012718,ND,ND,942
283,299,ND,ND,-,943
283,300,ND,ND,-,944
10453,10661,13629.072106,ND,ND,945
20,264,ND,ND,-,946
10267,10297,ND,ND,-,947
4951,5103,6813.865132,ND,ND,948
11418,11485,ND,ND,-,949
5852,5862,191.90501,ND,ND,950
9628,9641,538.638038,ND,ND,951
6170,6241,4203.911264,ND,ND,952
5020,5034,298.461062,ND,ND,953
7644,7657,1001.711438,ND,ND,954
7002,7079,4648.282882,ND,ND,955
3292,3303,260.501844,ND,ND,956
8219,8270,3812.286022,ND,ND,957
9052,9072,731.204298,ND,ND,958
4764,4785,794.2348,ND,ND,959
5208,5365,5268.680758,ND,ND,960
11100,11125,ND,ND,-,961
10139,10202,2474.19621,ND,ND,962
10460,10494,2766.982402,ND,ND,963
4317,4326,70.826184,ND,ND,964
5404,5447,1402.442094,ND,ND,965
2973,2986,445.701734,ND,ND,966
1117,1132,948.56992,ND,ND,967
2077,2101,450.14021,ND,ND,968
10387,10737,27688.260652,ND,ND,969
4628,4946,17125.559196,ND,ND,970
10653,10678,1829.252652,ND,ND,971
9947,10043,7273.860396,ND,ND,972
4830,4838,126.028234,ND,ND,973
2974,2985,375.99323,ND,ND,974
6686,6699,102.468538,ND,ND,975
9310,9319,113.988348,ND,ND,976
2974,2987,595.46015,ND,ND,977
7708,7789,5779.05935,ND,ND,978
8285,8339,2556.322918,ND,ND,979
1118,1137,1253.546146,ND,ND,980
5918,5939,959.085504,ND,ND,981
1823,1833,277.053666,ND,ND,982
5599,5607,64.12666999999999,ND,ND,983
2590,2634,773.047178,ND,ND,984
1567,1579,244.22474,ND,ND,985
3487,3500,280.310976,ND,ND,986
8287,8307,416.660164,ND,ND,987
7391,7406,444.464984,ND,ND,988
3487,3509,629.248226,ND,ND,989
2654,2710,3099.263094,ND,ND,990
3999,4027,939.784194,ND,ND,991
2207,2236,420.123294,ND,ND,992
5023,5057,908.785796,ND,ND,993
6750,6817,3874.456016,ND,ND,994
1237,1603,18449.292398,ND,ND,995
1567,1614,1556.883366,ND,ND,996
2393,2632,8632.699856,ND,ND,997
2516,2915,21010.174108,ND,ND,998
1504,1522,777.833138,ND,ND,999
3744,3767,434.198796,ND,ND,1000
3806,3902,4455.371504,ND,ND,1001
7648,7686,4534.189364,ND,ND,1002
11424,11457,ND,ND,-,1003
1761,1771,197.339416,ND,ND,1004
5665,5676,272.015636,ND,ND,1005
7393,7404,307.70691,ND,ND,1006
4449,4461,479.061704,ND,ND,1007
2465,2481,222.014114,ND,ND,1008
3041,3057,284.427048,ND,ND,1009
9693,9841,11523.191622,ND,ND,1010
33,49,ND,ND,-,1011
1377,1394,ND,ND,-,1012
8288,8336,2378.04156,ND,ND,1013
3361,3380,421.063552,ND,ND,1014
5153,5173,1110.78235,ND,ND,1015
4449,4474,949.605132,ND,ND,1016
2135,2485,18251.64222,ND,ND,1017
1693,1852,8969.864604,ND,ND,1018
11488,11556,ND,ND,-,1019
1696,1761,3716.52139,ND,ND,1020
4450,4459,350.92255,ND,ND,1021
6178,6187,223.093756,ND,ND,1022
10914,10925,ND,ND,-,1023
9506,9515,267.204408,ND,ND,1024
1890,1906,182.940364,ND,ND,1025
5218,5236,213.098112,ND,ND,1026
9954,9975,534.021804,ND,ND,1027
5149,5330,8562.528994,ND,ND,1028
2720,2804,4443.6005,ND,ND,1029
6178,6203,1141.385808,ND,ND,1030
10082,10105,831.193174,ND,ND,1031
1058,1085,1214.09726,ND,ND,1032
4385,4445,2722.323236,ND,ND,1033
