section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
957,970,686.45604,ND,ND,570
5757,5772,1596.818648,ND,ND,571
6780,6834,6565.028194,ND,ND,572
4411,4494,8021.418594,ND,ND,573
4733,4752,2224.368726,ND,ND,574
3324,3379,7285.774114,ND,ND,575
3006,3016,748.265528,ND,ND,576
5182,5193,220.680696,ND,ND,577
6713,6889,22106.518604,ND,ND,578
1789,1845,6851.951678,ND,ND,579
3771,3894,15619.537094,ND,ND,580
7679,7689,1540.55773,ND,ND,581
7227,7364,17455.766548,ND,ND,582
7294,7334,4616.749536,ND,ND,583
1790,1834,4829.454586,ND,ND,584
2623,2647,2017.861362,ND,ND,585
3772,3893,15301.084132,ND,ND,586
3647,3675,2288.675302,ND,ND,587
7039,7077,4231.006758,ND,ND,588
6271,6307,2259.28809,ND,ND,589
4798,4872,7823.050032,ND,ND,590
3583,3622,3825.465162,ND,ND,591
8896,8903,195.799562,ND,ND,592
3583,3630,4787.865542,ND,ND,593
5948,6092,17742.36045,ND,ND,594
8063,8110,4793.954458,ND,ND,595
9216,9231,789.19171,ND,ND,596
8447,8494,5404.34325,ND,ND,597
4736,4769,4903.237438,ND,ND,598
7040,7074,3789.848436,ND,ND,599
7040,7071,3399.796066,ND,ND,600
9409,9429,816.992396,ND,ND,601
6849,6871,2251.742262,ND,ND,602
8705,8721,998.601298,ND,ND,603
1537,1560,8722.120868,ND,ND,604
7041,7065,2531.29341,ND,ND,605
4800,4861,6212.388088,ND,ND,606
5378,5387,364.741492,ND,ND,607
4866,4876,320.126494,ND,ND,608
1474,1483,738.879028,ND,ND,609
1340,1541,34347.018024,ND,ND,610
5890,5897,87.04985,ND,ND,611
66,78,113.32295,ND,ND,612
1666,1679,659.019604,ND,ND,613
2498,2513,1640.168328,ND,ND,614
2626,2641,756.015506,ND,ND,615
4795,5040,27461.752504,ND,ND,616
3586,3608,1750.541394,ND,ND,617
2818,2848,4819.290844,ND,ND,618
2305,2378,7331.2917,ND,ND,619
3585,3660,8656.82429,ND,ND,620
1088,1197,16300.052836,ND,ND,621
3394,3443,5980.933712,ND,ND,622
3010,3062,7654.246564,ND,ND,623
5187,5208,819.753506,ND,ND,624
2371,2392,2289.018686,ND,ND,625
1283,1316,3696.901098,ND,ND,626
9924,9935,854.525502,ND,ND,627
9348,9360,563.95328,ND,ND,628
3774,3977,25377.396348,ND,ND,629
4356,4367,521.8286800000001,ND,ND,630
5188,5200,232.663598,ND,ND,631
68,83,126.223474,ND,ND,632
6082,6164,8707.22418,ND,ND,633
9028,9045,621.763002,ND,ND,634
8452,8469,1825.12656,ND,ND,635
6593,6712,15504.274382,ND,ND,636
6402,6502,11964.850246,ND,ND,637
3844,3882,4677.04968,ND,ND,638
1924,1963,3539.856794,ND,ND,639
5890,5994,11563.926328,ND,ND,640
3781,3794,1261.01306,ND,ND,641
5,21,267.099174,ND,ND,642
8195,8279,10892.642256,ND,ND,643
3717,3734,1294.8281,ND,ND,644
2117,2136,1230.224702,ND,ND,645
4549,4568,2070.837712,ND,ND,646
6085,6105,1741.138678,ND,ND,647
2564,2626,8005.624028,ND,ND,648
1669,1699,3891.967224,ND,ND,649
8262,8273,708.932574,ND,ND,650
6597,6638,4758.69931,ND,ND,651
8965,9005,4430.252424,ND,ND,652
5254,5271,1037.495606,ND,ND,653
6022,6037,1111.310212,ND,ND,654
1606,1624,2791.906426,ND,ND,655
6723,6840,14669.918236,ND,ND,656
1734,1766,5273.138132,ND,ND,657
3398,3431,3976.46446,ND,ND,658
2117,2186,9784.862636,ND,ND,659
6151,6165,774.821642,ND,ND,660
7,20,199.850976,ND,ND,661
4999,5011,638.137758,ND,ND,662
1735,1751,1914.15673,ND,ND,663
9671,9692,628.447846,ND,ND,664
6855,6876,2310.951556,ND,ND,665
3591,3615,2216.380164,ND,ND,666
8647,8675,2649.405694,ND,ND,667
5959,5989,2131.054438,ND,ND,668
5959,5990,2138.740776,ND,ND,669
5061,5167,11569.000894,ND,ND,670
2055,2096,3693.674646,ND,ND,671
2376,2389,1562.92346,ND,ND,672
5832,5853,847.550454,ND,ND,673
4360,4379,1568.780498,ND,ND,674
7558,7641,13910.294946,ND,ND,675
8136,8170,3565.896818,ND,ND,676
9351,9418,6375.823532,ND,ND,677
8584,8616,2662.947658,ND,ND,678
9481,9492,474.00758,ND,ND,679
6409,6419,837.115686,ND,ND,680
5193,5200,146.621708,ND,ND,681
5833,5854,681.888632,ND,ND,682
2760,2811,8020.301308,ND,ND,683
2184,2240,6459.43975,ND,ND,684
6281,6305,1325.449606,ND,ND,685
1801,1826,2691.743016,ND,ND,686
1289,1323,3432.942996,ND,ND,687
1033,1067,4637.389764,ND,ND,688
1092,1288,30709.843464,ND,ND,689
4617,4656,4112.173224,ND,ND,690
2441,2483,5432.32431,ND,ND,691
1096,1171,11584.056576,ND,ND,692
3786,3797,856.499884,ND,ND,693
7242,7253,795.988302,ND,ND,694
74,92,120.138324,ND,ND,695
1098,1121,3791.65148,ND,ND,696
330,368,436.257706,ND,ND,697
522,560,1722.372396,ND,ND,698
904,1011,15323.149524,ND,ND,699
5515,5528,426.01548,ND,ND,700
7435,7448,822.248894,ND,ND,701
3723,3734,703.185258,ND,ND,702
7179,7191,846.519752,ND,ND,703
6411,6423,1026.498484,ND,ND,704
6986,7036,5491.713256,ND,ND,705
4171,4188,1536.520828,ND,ND,706
971,987,1065.968224,ND,ND,707
8587,8602,1193.324226,ND,ND,708
5387,5409,2021.911712,ND,ND,709
9419,9436,827.492394,ND,ND,710
1095,1249,24575.162508,ND,ND,711
5899,5927,2273.589284,ND,ND,712
8073,8175,11702.558496,ND,ND,713
7628,7636,678.59773,ND,ND,714
3916,3926,485.28488,ND,ND,715
5703,5881,22287.435006,ND,ND,716
1036,1053,1830.638868,ND,ND,717
7372,7393,2404.075338,ND,ND,718
6604,6634,3356.469156,ND,ND,719
3724,3762,4229.71613,ND,ND,720
1804,1845,5130.686642,ND,ND,721
7501,7512,986.556048,ND,ND,722
1293,1308,1283.02265,ND,ND,723
1740,1787,9114.509564,ND,ND,724
5325,5343,1790.733932,ND,ND,725
2317,2335,1806.991058,ND,ND,726
2764,2813,7660.250312,ND,ND,727
6669,6693,2343.138978,ND,ND,728
2189,2217,2325.709198,ND,ND,729
5575,5796,29587.097992,ND,ND,730
3981,4012,4013.28997,ND,ND,731
5901,5945,4477.085074,ND,ND,732
6670,6692,1788.647068,ND,ND,733
2574,2598,2262.934686,ND,ND,734
8846,8874,2597.096238,ND,ND,735
5262,5300,4073.512698,ND,ND,736
9103,9116,273.332168,ND,ND,737
4110,4150,4282.832886,ND,ND,738
6927,6940,1139.21008,ND,ND,739
5644,5754,12548.503932,ND,ND,740
4943,4954,412.542888,ND,ND,741
8399,8408,867.631448,ND,ND,742
4108,4216,13248.735304,ND,ND,743
7945,8152,19584.619926,ND,ND,744
6669,6754,9567.457694,ND,ND,745
6543,6562,2201.979904,ND,ND,746
1743,1769,4389.41817,ND,ND,747
6607,6636,3318.511438,ND,ND,748
4879,4912,2683.429002,ND,ND,749
5899,6060,19555.231596,ND,ND,750
3918,3984,7046.766624,ND,ND,751
5391,5429,4129.292276,ND,ND,752
6736,6750,1083.408862,ND,ND,753
6478,6556,9059.801284,ND,ND,754
4368,4384,1087.624962,ND,ND,755
6863,6916,5057.6789,ND,ND,756
6608,6634,2929.610144,ND,ND,757
1296,1321,2169.337954,ND,ND,758
8848,8871,1811.437204,ND,ND,759
3536,3565,3429.068642,ND,ND,760
5520,5554,3534.930406,ND,ND,761
5585,5594,469.996166,ND,ND,762
3857,3873,1962.88045,ND,ND,763
8849,8869,1416.237252,ND,ND,764
8657,8677,1402.901844,ND,ND,765
7180,7364,23550.785816,ND,ND,766
7377,7408,4125.663258,ND,ND,767
4368,4442,8003.334954,ND,ND,768
9745,9790,1697.205158,ND,ND,769
7185,7225,3860.698016,ND,ND,770
4114,4126,577.208638,ND,ND,771
8210,8229,1630.3311,ND,ND,772
1042,1079,5447.78375,ND,ND,773
3091,3100,687.583324,ND,ND,774
3795,3808,840.898368,ND,ND,775
4755,4772,1893.742902,ND,ND,776
4819,4836,1049.844526,ND,ND,777
6803,6820,1225.78458,ND,ND,778
915,931,2038.621368,ND,ND,779
7315,7331,1480.382256,ND,ND,780
4882,4935,4289.965068,ND,ND,781
2195,2220,2123.07627,ND,ND,782
1358,1551,36051.393364,ND,ND,783
9236,9242,138.784578,ND,ND,784
5650,5719,7322.772128,ND,ND,785
8980,8992,1195.975868,ND,ND,786
5778,5860,9233.616394,ND,ND,787
1555,1603,13352.373374,ND,ND,788
2513,2624,14954.70781,ND,ND,789
2964,2979,1985.761302,ND,ND,790
4884,4905,1482.472308,ND,ND,791
8660,8675,1052.867018,ND,ND,792
532,551,621.020272,ND,ND,793
6676,6696,1914.510138,ND,ND,794
3092,3116,3074.350006,ND,ND,795
6356,6379,2415.301652,ND,ND,796
5012,5045,3612.275644,ND,ND,797
5008,5170,18871.709724,ND,ND,798
3218,3318,16428.909928,ND,ND,799
6421,6429,457.56925,ND,ND,800
6100,6139,4204.977196,ND,ND,801
1621,1632,795.182814,ND,ND,802
8021,8035,396.269914,ND,ND,803
6421,6437,1045.847158,ND,ND,804
8085,8115,2814.927298,ND,ND,805
7253,7281,1651.494192,ND,ND,806
8533,8568,3625.252542,ND,ND,807
8214,8225,499.22161,ND,ND,808
2070,2080,252.272204,ND,ND,809
1363,1473,15379.393642,ND,ND,810
6739,6850,14375.231222,ND,ND,811
6358,6379,2141.601758,ND,ND,812
5910,5933,2126.12311,ND,ND,813
8725,8783,2425.360448,ND,ND,814
4630,4662,2914.477576,ND,ND,815
4117,4184,8347.370338,ND,ND,816
4247,4256,403.606528,ND,ND,817
3351,3362,653.012432,ND,ND,818
6551,6563,1151.46343,ND,ND,819
7318,7367,6627.164888,ND,ND,820
6487,6509,1499.113762,ND,ND,821
21,104,798.210478,ND,ND,822
6805,6888,10209.734794,ND,ND,823
1431,1454,2434.055076,ND,ND,824
2455,2478,2723.186004,ND,ND,825
5399,5422,2199.86168,ND,ND,826
3798,3855,5324.162648,ND,ND,827
2455,2483,3472.24927,ND,ND,828
6168,6176,442.751024,ND,ND,829
5655,5701,4527.775882,ND,ND,830
2648,2662,1071.640176,ND,ND,831
1688,1702,1824.073732,ND,ND,832
8216,8226,472.6355,ND,ND,833
1495,1541,9366.218726,ND,ND,834
1880,1898,2938.35351,ND,ND,835
1112,1134,3471.748268,ND,ND,836
9368,9391,1607.535882,ND,ND,837
9752,9775,601.008684,ND,ND,838
5720,5750,2796.337552,ND,ND,839
3152,3445,47903.555818,ND,ND,840
4569,4576,151.026816,ND,ND,841
7577,7591,1723.027636,ND,ND,842
5721,5738,896.671908,ND,ND,843
7192,7249,6252.025352,ND,ND,844
4185,4211,2168.497396,ND,ND,845
6169,6196,2553.55022,ND,ND,846
8280,8338,5743.06335,ND,ND,847
1752,1821,10901.044858,ND,ND,848
5590,5721,16604.245228,ND,ND,849
2137,2174,5179.811182,ND,ND,850
3610,3623,848.535806,ND,ND,851
4633,4677,4604.711324,ND,ND,852
8666,8682,667.397368,ND,ND,853
919,1036,16796.78538,ND,ND,854
7514,7533,2336.352348,ND,ND,855
5722,5748,2261.792206,ND,ND,856
7258,7286,1985.589688,ND,ND,857
9498,9523,1322.486404,ND,ND,858
2391,2518,15072.00752,ND,ND,859
3546,3580,4675.983534,ND,ND,860
7579,7589,1070.675922,ND,ND,861
5210,5252,3657.346338,ND,ND,862
2203,2212,175.949506,ND,ND,863
8475,8489,944.620484,ND,ND,864
5147,5158,610.988814,ND,ND,865
347,362,96.982142,ND,ND,866
4379,4394,1136.444622,ND,ND,867
921,1005,11659.40972,ND,ND,868
3675,3697,1905.308474,ND,ND,869
5339,5358,961.870486,ND,ND,870
8091,8110,1314.459686,ND,ND,871
3035,3062,3570.90591,ND,ND,872
1244,1253,1123.034852,ND,ND,873
3164,3174,1191.722852,ND,ND,874
3164,3173,1005.325514,ND,ND,875
5788,5801,1477.9712,ND,ND,876
2715,2758,5364.725244,ND,ND,877
8027,8072,4807.840322,ND,ND,878
5212,5223,601.88273,ND,ND,879
4188,4206,1176.907674,ND,ND,880
5788,5806,2027.24547,ND,ND,881
2844,2862,2111.18936,ND,ND,882
7068,7090,1640.716774,ND,ND,883
3100,3119,2696.180726,ND,ND,884
7324,7344,1888.960302,ND,ND,885
2524,2549,2663.077736,ND,ND,886
7708,7735,5057.90666,ND,ND,887
9436,9474,2876.358212,ND,ND,888
6428,6464,3818.50507,ND,ND,889
9117,9128,504.748706,ND,ND,890
5469,5481,372.58543,ND,ND,891
5533,5550,1304.534626,ND,ND,892
5593,5739,18181.656386,ND,ND,893
7580,7627,7963.646154,ND,ND,894
4761,4909,16229.62856,ND,ND,895
4317,4343,2309.8392,ND,ND,896
2013,2037,3133.848174,ND,ND,897
6237,6261,2000.838766,ND,ND,898
3485,3510,2414.297116,ND,ND,899
2906,3029,14886.168614,ND,ND,900
6685,6712,3068.231276,ND,ND,901
7645,7677,5641.10001,ND,ND,902
9181,9214,3281.829452,ND,ND,903
6558,6571,818.200644,ND,ND,904
7324,7400,10529.278584,ND,ND,905
158,173,69.641802,ND,ND,906
1438,1455,1384.430002,ND,ND,907
6238,6260,1877.611922,ND,ND,908
2589,2640,6852.292302,ND,ND,909
9438,9454,1079.123218,ND,ND,910
6238,6257,1699.735076,ND,ND,911
6747,6862,15126.72689,ND,ND,912
7773,7831,338.379292,ND,ND,913
4253,4310,6123.542198,ND,ND,914
1438,1462,1958.032774,ND,ND,915
4702,4732,1698.831124,ND,ND,916
5023,5032,400.484316,ND,ND,917
3487,3500,918.229116,ND,ND,918
991,1005,1346.000296,ND,ND,919
6431,6449,1234.683546,ND,ND,920
7711,7727,3197.890542,ND,ND,921
5151,5174,1882.987122,ND,ND,922
8733,8821,6813.595032,ND,ND,923
7196,7323,14960.957234,ND,ND,924
9504,9516,412.489844,ND,ND,925
9696,9708,1284.722374,ND,ND,926
5022,5096,7803.272812,ND,ND,927
6240,6252,871.076862,ND,ND,928
2528,2544,1639.037924,ND,ND,929
5792,5807,1463.901612,ND,ND,930
4512,4533,1277.298126,ND,ND,931
3104,3127,3348.240672,ND,ND,932
3804,3957,18128.552476,ND,ND,933
4961,4971,505.43004,ND,ND,934
4257,4264,163.269834,ND,ND,935
5409,5423,1061.231862,ND,ND,936
8097,8113,1256.00992,ND,ND,937
2657,2682,2627.918834,ND,ND,938
4703,4794,11352.476202,ND,ND,939
3873,3912,4937.449816,ND,ND,940
3490,3502,626.323274,ND,ND,941
7458,7471,1621.243976,ND,ND,942
1378,1391,1585.228252,ND,ND,943
5914,6181,33043.774782,ND,ND,944
3938,3956,1587.113718,ND,ND,945
2658,2680,1839.967874,ND,ND,946
3810,3836,1702.207768,ND,ND,947
4449,4505,5274.954744,ND,ND,948
